Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location,Location 1,Longitude,Mo Codes,Neighborhood,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
190200771,,Rampart,761,761,,,,BRANDISH WEAPON,,2019-11-17T00:00:00.000-08:00,2019-11-17T00:00:00.000-08:00,34.0609,2700 WILSHIRE BL,0101000020E61000004BEA043411925DC0C7293A92CB074140,-118.2823,0416 1510 1536 0361 0446 0334 0421 0903 0913 2002,westlake,54,501,SINGLE FAMILY DWELLING,251,IC ,Invest Cont,1640,208720,54,H,F,KNIFE WITH BLADE 6INCHES OR LESS,200,90057
190318066,,Southwest,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-03T00:00:00.000-07:00,2019-08-03T00:00:00.000-07:00,34.0199,3700 S LA BREA AV,0101000020E6100000499D8026C2965DC05F984C158C024140,-118.3556,0903 1309 0421 1266 0917 2005 0319 1520 2055 2036,baldwin-hillscrenshaw,79,102,SIDEWALK,361,IC ,Invest Cont,1030,236000,48,W,F,VERBAL THREAT,511,90016
180613468,,Hollywood,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),HAWTHORN,2018-06-02T00:00:00.000-07:00,2018-06-02T00:00:00.000-07:00,34.0998,FORMOSA,0101000020E61000002E90A0F831965DC00612143FC60C4140,-118.3468,0329 1300 2030 0903 2055 1519,hollywood,29,101,STREET,643,IC ,Invest Cont,0830,189904,31,O,M,,,90046
180713779,,Wilshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-07-17T00:00:00.000-07:00,2018-07-20T00:00:00.000-07:00,34.0371,2300 S FAIRFAX AV,0101000020E61000004182E2C798975DC03F575BB1BF044140,-118.3687,0329 0903 2054 1536,mid-city,73,702,OFFICE BUILDING/OFFICE,782,IC ,Invest Cont,1200,270300,0,X,X,,,90016
190121895,,Central,625,625,,,,OTHER ASSAULT,3RD,2019-08-29T00:00:00.000-07:00,2019-08-29T00:00:00.000-07:00,34.0473,SAN PEDRO ST,0101000020E6100000EC51B81E858F5DC0E78C28ED0D064140,-118.2425,1822 0416 0903 1278 2055 1514,downtown,46,122,"VEHICLE, PASSENGER/TRUCK",138,IC ,Invest Cont,0624,206200,40,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90013
180101008,,Central,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",WALL ST,2018-08-23T00:00:00.000-07:00,2018-08-23T00:00:00.000-07:00,34.0435,6TH ST,0101000020E6100000DDB5847CD08F5DC021B0726891054140,-118.2471,1402 0411 0903 0421 0445 0443 2004 1218 2054 1536,downtown,52,101,STREET,166,AA ,Adult Arrest,1910,206300,47,B,M,KNIFE WITH BLADE 6INCHES OR LESS,200,90014
192008839,,Olympic,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",PICO BL,2019-04-06T00:00:00.000-07:00,2019-04-06T00:00:00.000-07:00,34.0473,WESTMORELAND,0101000020E61000008351499D80925DC0E78C28ED0D064140,-118.2891,0903 0431 0319 2035 2036 0432 0342 2055 1514,pico-union,76,102,SIDEWALK,2069,AA ,Adult Arrest,2200,213402,35,B,M,MACE/PEPPER SPRAY,512,90006
191015504,,West Valley,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-09-25T00:00:00.000-07:00,2019-09-25T00:00:00.000-07:00,34.1682,18300 VENTURA BL,0101000020E6100000ED0DBE3099A25DC0F697DD9387154140,-118.5406,0329 0903,tarzana,17,702,OFFICE BUILDING/OFFICE,1063,IC ,Invest Cont,1000,139401,0,W,M,,,91356
190919906,,Van Nuys,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-11-15T00:00:00.000-08:00,2019-11-16T00:00:00.000-08:00,34.174,5700 HAZELTINE AV,0101000020E61000005C8FC2F5289C5DC083C0CAA145164140,-118.44,0903 0311,valley-glen,20,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",946,IC ,Invest Cont,2100,128500,52,O,F,,,91401
190919928,,Van Nuys,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-11-15T00:00:00.000-08:00,2019-11-16T00:00:00.000-08:00,34.174,5700 HAZELTINE AV,0101000020E61000005C8FC2F5289C5DC083C0CAA145164140,-118.44,0903 0311,valley-glen,20,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",946,IC ,Invest Cont,1830,128500,56,O,M,,,91401
190717270,,Wilshire,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-09-28T00:00:00.000-07:00,2019-09-28T00:00:00.000-07:00,34.0466,1400 S BRONSON AV,0101000020E610000070CE88D2DE945DC02EFF21FDF6054140,-118.3261,0903 0421 0361,arlington-heights,74,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",767,AO ,Adult Other,1900,218110,54,H,F,VERBAL THREAT,511,90019
191115010,,Northeast,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-08-13T00:00:00.000-07:00,2019-08-13T00:00:00.000-07:00,34.1076,2800 ROWENA AV,0101000020E610000062A1D634EF905DC0598638D6C50D4140,-118.2646,0329 0903,silver-lake,38,203,OTHER BUSINESS,1144,IC ,Invest Cont,1011,188201,0,X,X,UNKNOWN WEAPON/OTHER WEAPON,500,90039
191717959,,Devonshire,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-11-13T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.2613,10500 ZELZAH AV,0101000020E61000007DAEB6627FA15DC0EF38454772214140,-118.5234,2204 0903 0329 0311,granada-hills,118,721,HIGH SCHOOL,1745,IC ,Invest Cont,0800,111301,0,X,X,,,91344
190815552,,West LA,761,761,998,,,BRANDISH WEAPON,,2019-09-13T00:00:00.000-07:00,2019-09-13T00:00:00.000-07:00,34.034,2900 OVERLAND AV,0101000020E610000026E4839ECD9A5DC03108AC1C5A044140,-118.4188,1822 0334 1402 1251 1259 0421 2035 0432 0319 0903,rancho-park,62,109,PARK/PLAYGROUND,885,AA ,Adult Arrest,1730,271100,13,B,M,OTHER KNIFE,207,90064
191514049,,N Hollywood,946,946,,,,OTHER MISCELLANEOUS CRIME,,2019-07-15T00:00:00.000-07:00,2019-07-15T00:00:00.000-07:00,34.1696,5400 BABCOCK AV,0101000020E6100000E78C28ED0D9A5DC068B3EA73B5154140,-118.4071,1528 0400 2057 0903,valley-village,25,102,SIDEWALK,1531,AA ,Adult Arrest,0730,124400,0,W,F,,,91607
190100961,,Central,210,210,,,,ROBBERY,,2019-10-23T00:00:00.000-07:00,2019-10-23T00:00:00.000-07:00,34.0604,700 N BROADWAY,0101000020E6100000B37BF2B0508F5DC0D656EC2FBB074140,-118.2393,0429 2054 1536 0903 0444 0417 0344 0416 0305,chinatown,46,102,SIDEWALK,111,IC ,Invest Cont,2103,207102,28,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90012
192118514,,Topanga,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-11-13T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.185,6300 TOPANGA CANYON BL,0101000020E61000005F29CB10C7A65DC048E17A14AE174140,-118.6059,0903 0319 0447 0444 0416 0356 2055 1259,woodland-hills,16,602,BANK,2156,IC ,Invest Cont,2130,135114,14,O,F,ROCK/THROWN OBJECT,306,91367
192118513,,Topanga,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-11-13T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.185,6300 TOPANGA CANYON BL,0101000020E61000005F29CB10C7A65DC048E17A14AE174140,-118.6059,0903 0319 0447 0444 0416 0356 2055 1259,woodland-hills,16,602,BANK,2156,IC ,Invest Cont,2130,135114,17,O,F,ROCK/THROWN OBJECT,306,91367
192118515,,Topanga,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-11-13T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.185,6300 TOPANGA CANYON BL,0101000020E61000005F29CB10C7A65DC048E17A14AE174140,-118.6059,0903 0319 0447 0444 0416 0356 2055 1258,woodland-hills,16,602,BANK,2156,IC ,Invest Cont,2130,135114,10,O,F,ROCK/THROWN OBJECT,306,91367
192118512,,Topanga,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-11-13T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.185,6300 TOPANGA CANYON BL,0101000020E61000005F29CB10C7A65DC048E17A14AE174140,-118.6059,0903 0319 0447 0444 0416 0356 2055,woodland-hills,16,602,BANK,2156,IC ,Invest Cont,2130,135114,43,O,F,ROCK/THROWN OBJECT,306,91367
192118511,,Topanga,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-11-13T00:00:00.000-08:00,2019-11-13T00:00:00.000-08:00,34.185,6300 TOPANGA CANYON BL,0101000020E61000005F29CB10C7A65DC048E17A14AE174140,-118.6059,0447 1519 0903 0319 0444 0416 0356 2055,woodland-hills,16,602,BANK,2156,IC ,Invest Cont,2130,135114,45,O,M,ROCK/THROWN OBJECT,306,91367
181814925,,Southeast,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-07-07T00:00:00.000-07:00,2018-07-07T00:00:00.000-07:00,33.9437,400 W 102ND ST,0101000020E6100000CBA145B6F3915DC01B9E5E29CBF84040,-118.2805,0361 0903 0603 0913 0421 2054 1536,vermont-vista,87,501,SINGLE FAMILY DWELLING,1822,AO ,Adult Other,0930,240402,46,H,M,VERBAL THREAT,511,90003
191818814,,Southeast,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",LANZIT,2019-08-22T00:00:00.000-07:00,2019-08-29T00:00:00.000-07:00,33.9351,CENTRAL AV,0101000020E61000002AA913D044905DC0AB3E575BB1F74040,-118.2542,1313 0416 0429 0903 2056 1514,green-meadows,88,101,STREET,1844,IC ,Invest Cont,1612,242600,53,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90059
190116259,,Central,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-17T00:00:00.000-07:00,2019-06-18T00:00:00.000-07:00,34.0615,900 N BROADWAY,0101000020E6100000E5F21FD26F8F5DC01D5A643BDF074140,-118.2412,0903 2055 1514 0329 2036 2035,chinatown,46,122,"VEHICLE, PASSENGER/TRUCK",111,IC ,Invest Cont,2000,207102,51,W,F,,,90012
181815658,,Southeast,624,624,,,,BATTERY - SIMPLE ASSAULT,IMPERIAL HY,2018-07-21T00:00:00.000-07:00,2018-07-21T00:00:00.000-07:00,33.9295,WILMINGTON AV,0101000020E61000004F1E166A4D8F5DC0E5D022DBF9F64040,-118.2391,0903 1300 0447 2036 2055 1516,watts,88,101,STREET,1849,IC ,Invest Cont,1250,242700,62,H,M,UNKNOWN WEAPON/OTHER WEAPON,500,90059
182015322,,Olympic,624,624,946,,,BATTERY - SIMPLE ASSAULT,VERMONT AV,2018-08-07T00:00:00.000-07:00,2018-08-07T00:00:00.000-07:00,34.0618,WILSHIRE BL,0101000020E6100000DFE00B93A9925DC04772F90FE9074140,-118.2916,0910 0903 0319 0416 1239 1822 2058 1510,koreatown,55,801,MTA BUS,2038,IC ,Invest Cont,2215,211120,47,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90010
191707662,,Devonshire,946,946,,,,OTHER MISCELLANEOUS CRIME,,2019-03-20T00:00:00.000-07:00,2019-03-21T00:00:00.000-07:00,34.2612,17300 SAN JOSE ST,0101000020E610000062105839B4A05DC08CDB68006F214140,-118.511,1514 2055 1914 0903 1258,granada-hills,118,720,JUNIOR HIGH SCHOOL,1745,IC ,Invest Cont,1220,111301,13,B,M,,,91344
181314542,,Newton,624,624,,,,BATTERY - SIMPLE ASSAULT,SLAUSON,2018-06-27T00:00:00.000-07:00,2018-06-27T00:00:00.000-07:00,33.9893,CENTRAL,0101000020E610000071AC8BDB68905DC066F7E461A1FE4040,-118.2564,0903 0416 0444 0913 2055 1516,florence-firestone,86,102,SIDEWALK,1385,IC ,Invest Cont,1630,532800,26,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90011
192000697,,Olympic,761,761,930,,,BRANDISH WEAPON,,2019-05-28T00:00:00.000-07:00,2019-05-28T00:00:00.000-07:00,34.0728,200 S HOOVER ST,0101000020E61000007CF2B0506B925DC00C93A98251094140,-118.2878,1402 0903 0421 0432 0334 2036 0319,koreatown,53,501,SINGLE FAMILY DWELLING,2019,AA ,Adult Arrest,2100,211122,28,B,M,KITCHEN KNIFE,205,90004
191213188,,77th Street,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-05-04T00:00:00.000-07:00,2019-05-08T00:00:00.000-07:00,33.989,3400 W SLAUSON AV,0101000020E61000001361C3D32B955DC03BDF4F8D97FE4040,-118.3308,1822 0319 0416 0446 2055 1520 0903,hyde-park,80,102,SIDEWALK,1232,IC ,Invest Cont,1100,234700,58,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90043
191411281,,Pacific,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-27T00:00:00.000-07:00,2019-04-29T00:00:00.000-07:00,34.0062,1600 WALGROVE AV,0101000020E610000005A3923A019D5DC01B9E5E29CB004140,-118.4532,0903 0329 2053 1528,mar-vista,68,704,ELEMENTARY SCHOOL,1416,IC ,Invest Cont,1530,271400,0,X,X,,,90066
181818590,,Southeast,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-09-10T00:00:00.000-07:00,2018-09-11T00:00:00.000-07:00,33.9446,10100 S HOOVER ST,0101000020E61000003C4ED1915C925DC09BE61DA7E8F84040,-118.2869,2036 0421 0903 2054 1536,vermont-vista,87,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1821,IC ,Invest Cont,0200,240402,60,B,M,VERBAL THREAT,511,90044
191409264,,Pacific,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-03-26T00:00:00.000-07:00,2019-03-27T00:00:00.000-07:00,33.9663,6000 W 79TH ST,0101000020E6100000BE9F1A2FDD985DC0F90FE9B7AFFB4040,-118.3885,0421 1907 2055 1516 0903,westchester,71,704,ELEMENTARY SCHOOL,1477,IC ,Invest Cont,1040,276000,60,H,M,VERBAL THREAT,511,90045
180120712,,Central,624,624,999,,,BATTERY - SIMPLE ASSAULT,,2018-08-07T00:00:00.000-07:00,2018-08-08T00:00:00.000-07:00,34.046,200 W 6TH ST,0101000020E610000040A4DFBE0E905DC0D9CEF753E3054140,-118.2509,0417 0416 0429 2036 0903 2054 1536,downtown,52,503,HOTEL,153,AA ,Adult Arrest,2245,207302,34,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90014
190710308,,Wilshire,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-05-08T00:00:00.000-07:00,2019-05-08T00:00:00.000-07:00,34.0633,5600 WILSHIRE BL,0101000020E6100000A779C7293A965DC01CEBE2361A084140,-118.3473,2058 1536 0416 0903,mid-wilshire,58,402,MARKET,735,AO ,Adult Other,2100,215101,26,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,90036
180306636,,Southwest,624,624,946,,,BATTERY - SIMPLE ASSAULT,VERMONT,2018-02-08T00:00:00.000-08:00,2018-02-08T00:00:00.000-08:00,33.9993,VERNON,0101000020E6100000A2B437F8C2945DC04772F90FE9FF4040,-118.3244,0910 0416 0448 0444 0319 1822 0342 0903 2055 1520,hyde-park,80,801,MTA BUS,392,IC ,Invest Cont,1140,234501,35,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90043
191817352,,Southeast,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-07T00:00:00.000-07:00,2019-08-07T00:00:00.000-07:00,33.9601,8600 ORCHARD AV,0101000020E6100000917EFB3A70925DC0DE718A8EE4FA4040,-118.2881,0903 2056 0906 0371 0216 0416 0443 1251 0356 1516,vermont-knolls,87,101,STREET,1801,IC ,Invest Cont,1225,238320,29,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,90044
180712379,,Wilshire,946,946,,,,OTHER MISCELLANEOUS CRIME,,2018-06-16T00:00:00.000-07:00,2018-06-22T00:00:00.000-07:00,34.0649,600 S BURNSIDE AV,0101000020E61000008A1F63EE5A965DC055C1A8A44E084140,-118.3493,0400 0416 0903 2055 1516,mid-wilshire,58,102,SIDEWALK,735,IC ,Invest Cont,0050,214502,60,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90036
190314151,,Southwest,624,624,,,,BATTERY - SIMPLE ASSAULT,28TH ST,2019-06-04T00:00:00.000-07:00,2019-06-04T00:00:00.000-07:00,34.0261,FIGUEROA,0101000020E610000092CB7F48BF915DC07A36AB3E57034140,-118.2773,0416 0432 0903,university-park,773,102,SIDEWALK,328,IC ,Invest Cont,2005,224700,29,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
191013997,,West Valley,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-08-24T00:00:00.000-07:00,2019-08-24T00:00:00.000-07:00,34.2121,7800 SHOSHONE AV,0101000020E6100000454772F90FA15DC0A5BDC117261B4140,-118.5166,0903 2036 0447 0361,lake-balboa,124,121,YARD (RESIDENTIAL/BUSINESS),1006,AA ,Adult Arrest,1130,131200,49,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,91325
190700611,,Wilshire,930,930,998,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,EDINBURGH AV,2019-03-26T00:00:00.000-07:00,2019-03-26T00:00:00.000-07:00,34.0761,BEVERLY BL,0101000020E610000088635DDC46975DC0E09C11A5BD094140,-118.3637,2053 2036 0443 1300 1309 0372 1414 0903 1528,beverly-grove,58,101,STREET,723,AO ,Adult Other,1425,194500,37,O,M,VERBAL THREAT,511,90048
190117925,,Central,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,34.0473,600 W 7TH ST,0101000020E6100000D50968226C905DC0E78C28ED0D064140,-118.2566,0421 0903 2055 1516,downtown,52,702,OFFICE BUILDING/OFFICE,162,IC ,Invest Cont,0200,207710,41,H,M,VERBAL THREAT,511,90017
190211873,,Rampart,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-05-23T00:00:00.000-07:00,2019-05-23T00:00:00.000-07:00,34.0771,1200 GLENDALE BL,0101000020E6100000B1E1E995B2905DC0C442AD69DE094140,-118.2609,0903 0329 1236,echo-park,44,152,UNDERPASS/BRIDGE*,218,IC ,Invest Cont,0001,197500,0,X,X,,,90026
191210043,,77th Street,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SLAUSON,2019-03-24T00:00:00.000-07:00,2019-03-26T00:00:00.000-07:00,33.9892,FIGUEROA ST,0101000020E610000012A5BDC117925DC0029A081B9EFE4040,-118.2827,0903 2036 2054 1539 2006 1310 0444 0429 0416 0319,vermont-slauson,109,101,STREET,1218,IC ,Invest Cont,0430,232700,57,H,M,PIPE/METAL PIPE,312,90003
192013287,,Olympic,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OXFORD,2019-07-07T00:00:00.000-07:00,2019-07-07T00:00:00.000-07:00,34.0835,MELROSE,0101000020E6100000C1CAA145B6935DC0A69BC420B00A4140,-118.308,0903 0329 2004 2031,east-hollywood,55,122,"VEHICLE, PASSENGER/TRUCK",2004,AA ,Adult Arrest,1901,192510,34,W,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90029
180909073,,Van Nuys,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-04-01T00:00:00.000-07:00,2018-04-09T00:00:00.000-07:00,34.1533,4500 VESPER AV,0101000020E61000000D71AC8BDB9C5DC0083D9B559F134140,-118.4509,0903 0329 2053 1528,sherman-oaks,26,104,DRIVEWAY,974,IC ,Invest Cont,1330,141304,42,O,M,,,91403
190700521,,Wilshire,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-01-11T00:00:00.000-08:00,2019-01-15T00:00:00.000-08:00,34.0399,3200 W WASHINGTON BL,0101000020E610000071AC8BDB68945DC0228E75711B054140,-118.3189,0329 0903 1414 1528 2053,arlington-heights,74,704,ELEMENTARY SCHOOL,789,IC ,Invest Cont,1430,218800,0,H,F,,,90018
180129270,,Central,624,624,,,,BATTERY - SIMPLE ASSAULT,,2018-11-30T00:00:00.000-08:00,2018-12-01T00:00:00.000-08:00,34.048,700 W 7TH ST,0101000020E6100000780B24287E905DC0A01A2FDD24064140,-118.2577,0903 2055 1513 0416 0429,downtown,52,717,HEALTH SPA/GYM,162,IC ,Invest Cont,1145,207710,62,A,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90017
190315039,,Southwest,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-14T00:00:00.000-07:00,2019-06-17T00:00:00.000-07:00,34.0289,3000 S LA BREA AV,0101000020E610000026E4839ECD965DC05D6DC5FEB2034140,-118.3563,1514 2056 0329 0311 0903 2036,west-adams,75,253,MORTUARY,312,IC ,Invest Cont,1700,219800,18,X,X,,,90016
190814000,,West LA,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-08-10T00:00:00.000-07:00,2019-08-11T00:00:00.000-07:00,34.043,14700 PACIFIC COAST HY,0101000020E61000002A3A92CB7FA05DC02FDD240681054140,-118.5078,0329 0311 0903,pacific-palisades,,203,OTHER BUSINESS,824,IC ,Invest Cont,1400,262802,0,X,X,,,90272
192114032,,Topanga,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-08-08T00:00:00.000-07:00,2019-08-08T00:00:00.000-07:00,34.1829,21900 ERWIN ST,0101000020E6100000F46C567DAEA65DC01D38674469174140,-118.6044,0903 0443 2021 2055 1516,woodland-hills,16,210,RESTAURANT/FAST FOOD,2156,AO ,Adult Other,1410,135114,53,H,F,VERBAL THREAT,511,91367
191007927,,West Valley,624,624,999,,,BATTERY - SIMPLE ASSAULT,,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.166,17200 VENTURA BL,0101000020E6100000F853E3A59BA05DC06891ED7C3F154140,-118.5095,2055 1514 0400 0903 0447 0416,encino,18,210,RESTAURANT/FAST FOOD,1067,IC ,Invest Cont,0045,139600,46,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91316
191217402,,77th Street,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-01T00:00:00.000-07:00,2019-07-02T00:00:00.000-07:00,33.9942,700 W 53RD ST,0101000020E610000035EF384547925DC073D712F241FF4040,-118.2856,0329 0903 2054 1536,vermont-square,109,501,SINGLE FAMILY DWELLING,1218,IC ,Invest Cont,0800,232700,62,W,M,,,90037
190109053,,Central,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SPRING ST,2019-03-14T00:00:00.000-07:00,2019-03-14T00:00:00.000-07:00,34.0478,5TH ST,0101000020E6100000645DDC4603905DC0D95F764F1E064140,-118.2502,2053 1528 2004 0329 0903,downtown,52,102,SIDEWALK,143,AA ,Adult Arrest,0200,207301,0,X,X,,,90013
191710222,,Devonshire,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,TAMPA AV,2019-04-17T00:00:00.000-07:00,2019-05-17T00:00:00.000-07:00,34.25,LASSEN ST,0101000020E610000033C4B12E6EA35DC00000000000204140,-118.5536,1300 2004 0903 1310 1501 0421,northridge,113,101,STREET,1764,IC ,Invest Cont,2030,113301,19,H,M,VERBAL THREAT,511,91324
180117840,,Central,350,350,,,,"THEFT, PERSON",PICO,2018-07-05T00:00:00.000-07:00,2018-07-05T00:00:00.000-07:00,34.0407,FIGUEROA,0101000020E6100000FED478E926915DC03E7958A835054140,-118.268,0416 1501 0448 0605 0919 0903,downtown,52,101,STREET,182,IC ,Invest Cont,1600,207710,37,H,M,,,90015
181601162,,Foothill,624,624,998,,,BATTERY - SIMPLE ASSAULT,,2018-09-02T00:00:00.000-07:00,2018-09-02T00:00:00.000-07:00,34.2625,10600 LAUREL CANYON BL,0101000020E61000004772F90FE99B5DC09A99999999214140,-118.4361,0431 0432 0903 1402 0319 0329 1309 0305 2055 1514,pacoima,7,108,PARKING LOT,1621,AA ,Adult Arrest,1450,104403,49,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,91331
190317676,,Southwest,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,33.9963,5100 ARLINGTON AV,0101000020E6100000956588635D945DC09D8026C286FF4040,-118.3182,0903 2035 2036 1810 1202 0416,hyde-park,80,501,SINGLE FAMILY DWELLING,392,AA ,Adult Arrest,1600,234501,73,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90043
190115910,,Central,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0448,200 E 6TH ST,0101000020E6100000F241CF66D58F5DC02F6EA301BC054140,-118.2474,2055 1519 0329 2053 1528 0903,downtown,52,726,POLICE FACILITY,155,IC ,Invest Cont,0045,206300,0,O,M,,,90013
182009116,,Olympic,624,624,946,,,BATTERY - SIMPLE ASSAULT,WILTON,2018-04-05T00:00:00.000-07:00,2018-04-05T00:00:00.000-07:00,34.0526,OLYMPIC,0101000020E6100000E3A59BC420945DC082E2C798BB064140,-118.3145,0903 0319 1251 0910 0305 0400 0446 2055 1513,arlington-heights,119,801,MTA BUS,2062,IC ,Invest Cont,1510,213100,98,K,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90019
180700954,,Wilshire,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",LA BREA AV,2018-06-13T00:00:00.000-07:00,2018-06-13T00:00:00.000-07:00,34.0803,ROSEWOOD,0101000020E61000006EA301BC05965DC035EF3845470A4140,-118.3441,0903 1402 2053 1528,hancock-park,58,103,ALLEY,717,AO ,Adult Other,1920,192001,38,W,M,UNKNOWN WEAPON/OTHER WEAPON,500,90036
190315014,,Southwest,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",FIGUEROA,2019-06-16T00:00:00.000-07:00,2019-06-17T00:00:00.000-07:00,34.0037,VERNON,0101000020E610000012A5BDC117925DC0637FD93D79004140,-118.2827,0903 2055 1514 1309 0416 0319 0329,vermont-square,109,101,STREET,398,IC ,Invest Cont,2240,231720,30,B,F,VEHICLE,307,90037
